Student_ID,Name,Gender,Department,Year,Section,Email,Course_Code,Course_Name,Internal1,Internal2,Final,Total,Total_Classes,Attended_Classes,Attendance_Percentage,Activity_Type,Event_Name,Level,Points
S4060,Student_4060,M,CIVIL,4,C,student_4060@college.edu,EE202,Intro to Programming,18,24,49,91,23,23,100.0,Workshop,Tech Event 1,State,17
S4061,Student_4061,F,CSE,3,B,student_4061@college.edu,ME303,Intro to Programming,19,20,32,71,24,16,66.67,Sports,Dev Event 9,State,23
S4062,Student_4062,M,CIVIL,2,A,student_4062@college.edu,CE505,Structural Analysis,14,17,31,62,23,16,69.57,Workshop,Social Event 6,State,19
S4063,Student_4063,M,EEE,2,A,student_4063@college.edu,EE202,Thermodynamics,17,19,32,68,21,20,95.24,Cultural,Dev Event 8,National,17
S4064,Student_4064,F,CSE,1,A,student_4064@college.edu,CS101,Circuit Theory,13,11,44,68,18,15,83.33,Cultural,Arts Event 7,National,6
S4065,Student_4065,F,ECE,3,A,student_4065@college.edu,CE505,Intro to Programming,11,20,38,69,22,17,77.27,Hackathon,Arts Event 2,National,30
S4066,Student_4066,F,ECE,1,A,student_4066@college.edu,EC404,Digital Electronics,13,23,41,77,19,16,84.21,Workshop,Social Event 7,National,12
S4067,Student_4067,M,EEE,2,B,student_4067@college.edu,ME303,Thermodynamics,18,10,36,64,24,20,83.33,Volunteer,Tech Event 4,National,25
S4068,Student_4068,F,ME,4,A,student_4068@college.edu,CS101,Digital Electronics,14,10,38,62,18,16,88.89,Volunteer,Social Event 2,College,28
S4069,Student_4069,F,ME,2,A,student_4069@college.edu,CE505,Circuit Theory,12,24,47,83,22,20,90.91,Cultural,Tech Event 9,National,29
S4070,Student_4070,F,CIVIL,2,C,student_4070@college.edu,EC404,Intro to Programming,18,15,38,71,20,17,85.0,Sports,Tech Event 10,State,14
S4071,Student_4071,M,EEE,1,B,student_4071@college.edu,CE505,Thermodynamics,16,22,39,77,24,18,75.0,Sports,Sports Event 4,National,26
S4072,Student_4072,M,CIVIL,1,C,student_4072@college.edu,CE505,Structural Analysis,13,25,36,74,24,19,79.17,Sports,Arts Event 6,College,5
S4073,Student_4073,M,ECE,1,B,student_4073@college.edu,EC404,Circuit Theory,19,23,38,80,22,19,86.36,Sports,Tech Event 2,College,16
S4074,Student_4074,M,CIVIL,2,B,student_4074@college.edu,CS101,Intro to Programming,11,23,37,71,18,12,66.67,Cultural,Dev Event 5,State,24
S4075,Student_4075,F,ME,1,B,student_4075@college.edu,CE505,Thermodynamics,19,24,33,76,23,19,82.61,Cultural,Sports Event 6,College,17
S4076,Student_4076,M,EEE,3,B,student_4076@college.edu,EC404,Thermodynamics,25,23,47,95,25,20,80.0,Hackathon,Sports Event 2,National,6
S4077,Student_4077,M,ECE,4,C,student_4077@college.edu,EE202,Structural Analysis,16,20,30,66,21,17,80.95,Sports,Dev Event 9,College,28
S4078,Student_4078,M,ME,1,B,student_4078@college.edu,CE505,Intro to Programming,17,24,36,77,21,17,80.95,Hackathon,Sports Event 4,National,11
S4079,Student_4079,M,ME,3,C,student_4079@college.edu,ME303,Thermodynamics,15,18,31,64,20,17,85.0,Sports,Tech Event 3,National,9
S4080,Student_4080,F,ME,4,C,student_4080@college.edu,EC404,Digital Electronics,25,23,48,96,19,13,68.42,Hackathon,Arts Event 10,College,15
S4081,Student_4081,F,ECE,3,B,student_4081@college.edu,CE505,Circuit Theory,11,10,43,64,18,13,72.22,Cultural,Dev Event 10,National,13
S4082,Student_4082,M,ECE,4,C,student_4082@college.edu,CE505,Digital Electronics,17,15,40,72,18,14,77.78,Workshop,Dev Event 1,State,8
S4083,Student_4083,M,CSE,4,B,student_4083@college.edu,ME303,Circuit Theory,20,16,43,79,20,19,95.0,Sports,Dev Event 8,National,10
S4084,Student_4084,M,CIVIL,2,B,student_4084@college.edu,EE202,Digital Electronics,15,14,48,77,21,16,76.19,Hackathon,Tech Event 2,National,30
S4085,Student_4085,F,ECE,2,C,student_4085@college.edu,EE202,Structural Analysis,17,22,34,73,20,15,75.0,Workshop,Sports Event 5,College,13
S4086,Student_4086,F,ECE,4,C,student_4086@college.edu,ME303,Structural Analysis,11,24,33,68,19,15,78.95,Cultural,Sports Event 2,State,13
S4087,Student_4087,M,ME,1,C,student_4087@college.edu,CS101,Intro to Programming,23,14,31,68,25,19,76.0,Hackathon,Dev Event 9,College,9
S4088,Student_4088,M,ECE,1,C,student_4088@college.edu,EE202,Thermodynamics,11,18,43,72,24,17,70.83,Cultural,Tech Event 8,National,10
S4089,Student_4089,F,CSE,3,C,student_4089@college.edu,ME303,Structural Analysis,23,17,48,88,23,18,78.26,Sports,Social Event 8,National,23
S4090,Student_4090,M,CSE,4,A,student_4090@college.edu,CS101,Thermodynamics,11,10,45,66,24,22,91.67,Cultural,Sports Event 1,National,8
S4091,Student_4091,M,EEE,2,C,student_4091@college.edu,EC404,Structural Analysis,11,25,42,78,21,14,66.67,Sports,Social Event 2,National,19
S4092,Student_4092,M,CIVIL,3,A,student_4092@college.edu,EC404,Intro to Programming,24,23,35,82,24,16,66.67,Cultural,Social Event 5,State,12
S4093,Student_4093,M,CSE,3,B,student_4093@college.edu,EC404,Digital Electronics,23,24,40,87,23,22,95.65,Hackathon,Social Event 3,College,20
S4094,Student_4094,M,EEE,4,C,student_4094@college.edu,EC404,Structural Analysis,22,15,30,67,19,14,73.68,Cultural,Tech Event 1,College,11
S4095,Student_4095,F,EEE,4,B,student_4095@college.edu,CE505,Digital Electronics,12,23,41,76,20,15,75.0,Volunteer,Tech Event 7,College,11
S4096,Student_4096,M,CIVIL,4,B,student_4096@college.edu,CS101,Structural Analysis,19,14,47,80,19,19,100.0,Cultural,Social Event 10,State,28
S4097,Student_4097,M,ECE,4,B,student_4097@college.edu,EC404,Digital Electronics,14,13,48,75,20,16,80.0,Hackathon,Tech Event 6,State,20
S4098,Student_4098,M,CSE,2,C,student_4098@college.edu,EC404,Digital Electronics,17,17,33,67,25,21,84.0,Workshop,Sports Event 9,National,19
S4099,Student_4099,F,EEE,1,C,student_4099@college.edu,CS101,Circuit Theory,20,16,40,76,20,15,75.0,Workshop,Dev Event 5,College,24
S4100,Student_4100,M,CIVIL,4,B,student_4100@college.edu,ME303,Digital Electronics,11,21,36,68,21,20,95.24,Hackathon,Tech Event 4,College,9
S4101,Student_4101,F,CIVIL,3,C,student_4101@college.edu,EC404,Structural Analysis,21,19,38,78,22,22,100.0,Hackathon,Dev Event 4,National,16
S4102,Student_4102,F,CIVIL,3,B,student_4102@college.edu,CE505,Intro to Programming,15,14,50,79,20,18,90.0,Sports,Arts Event 8,College,5
S4103,Student_4103,M,EEE,4,B,student_4103@college.edu,CE505,Digital Electronics,14,15,45,74,18,18,100.0,Volunteer,Dev Event 8,National,28
S4104,Student_4104,M,CSE,3,C,student_4104@college.edu,EE202,Thermodynamics,13,23,33,69,22,22,100.0,Sports,Dev Event 9,National,17
S4105,Student_4105,F,CSE,2,B,student_4105@college.edu,EC404,Structural Analysis,14,15,36,65,19,18,94.74,Sports,Sports Event 2,State,22
S4106,Student_4106,M,CSE,4,C,student_4106@college.edu,CE505,Thermodynamics,12,22,36,70,25,20,80.0,Cultural,Tech Event 3,National,27
S4107,Student_4107,M,CSE,1,B,student_4107@college.edu,CE505,Intro to Programming,12,15,46,73,23,17,73.91,Hackathon,Social Event 8,National,7
S4108,Student_4108,M,EEE,2,C,student_4108@college.edu,EE202,Thermodynamics,24,18,43,85,22,15,68.18,Sports,Sports Event 1,College,18
S4109,Student_4109,F,ME,3,B,student_4109@college.edu,CE505,Intro to Programming,16,25,35,76,18,13,72.22,Workshop,Sports Event 8,State,13
S4110,Student_4110,F,ECE,2,C,student_4110@college.edu,CS101,Thermodynamics,18,17,30,65,24,23,95.83,Sports,Sports Event 2,National,21
S4111,Student_4111,M,CIVIL,2,C,student_4111@college.edu,EC404,Digital Electronics,24,11,50,85,25,18,72.0,Cultural,Dev Event 8,College,29
S4112,Student_4112,M,CSE,4,B,student_4112@college.edu,CS101,Thermodynamics,23,14,48,85,20,16,80.0,Volunteer,Dev Event 3,College,24
S4113,Student_4113,M,CIVIL,3,B,student_4113@college.edu,EC404,Structural Analysis,17,19,34,70,21,20,95.24,Workshop,Arts Event 3,National,17
S4114,Student_4114,F,ECE,1,A,student_4114@college.edu,CE505,Thermodynamics,16,15,47,78,22,22,100.0,Volunteer,Social Event 5,College,16
S4115,Student_4115,F,CIVIL,2,B,student_4115@college.edu,EC404,Intro to Programming,24,16,43,83,22,22,100.0,Volunteer,Social Event 2,College,21
S4116,Student_4116,M,EEE,2,A,student_4116@college.edu,CS101,Thermodynamics,23,16,42,81,23,16,69.57,Workshop,Dev Event 2,State,18
S4117,Student_4117,M,ME,4,C,student_4117@college.edu,CS101,Intro to Programming,21,19,50,90,21,15,71.43,Hackathon,Social Event 9,National,24
S4118,Student_4118,F,CSE,2,C,student_4118@college.edu,EE202,Circuit Theory,23,18,48,89,18,15,83.33,Volunteer,Tech Event 9,College,8
S4119,Student_4119,F,CSE,2,C,student_4119@college.edu,EE202,Circuit Theory,17,14,45,76,20,14,70.0,Sports,Dev Event 2,State,28
S4120,Student_4120,F,ECE,2,B,student_4120@college.edu,ME303,Structural Analysis,10,15,38,63,23,20,86.96,Hackathon,Social Event 1,State,28
S4121,Student_4121,F,ECE,2,B,student_4121@college.edu,ME303,Digital Electronics,22,15,34,71,23,22,95.65,Volunteer,Arts Event 4,College,25
S4122,Student_4122,M,EEE,1,B,student_4122@college.edu,CS101,Structural Analysis,25,23,46,94,25,25,100.0,Sports,Social Event 3,National,5
S4123,Student_4123,F,ECE,3,A,student_4123@college.edu,CE505,Intro to Programming,25,17,42,84,24,17,70.83,Hackathon,Social Event 1,State,15
S4124,Student_4124,M,CIVIL,1,A,student_4124@college.edu,CS101,Thermodynamics,11,23,47,81,25,22,88.0,Cultural,Tech Event 3,College,5
S4125,Student_4125,F,CIVIL,2,A,student_4125@college.edu,EE202,Circuit Theory,11,10,37,58,23,16,69.57,Cultural,Arts Event 7,State,16
S4126,Student_4126,F,ME,4,B,student_4126@college.edu,CE505,Digital Electronics,17,25,47,89,23,21,91.3,Hackathon,Tech Event 8,State,22
S4127,Student_4127,M,CSE,2,C,student_4127@college.edu,EC404,Thermodynamics,21,13,43,77,25,18,72.0,Sports,Sports Event 1,National,14
S4128,Student_4128,F,ME,3,C,student_4128@college.edu,EE202,Thermodynamics,12,12,50,74,22,16,72.73,Sports,Tech Event 10,National,21
S4129,Student_4129,F,CSE,3,A,student_4129@college.edu,EC404,Intro to Programming,21,18,38,77,23,16,69.57,Cultural,Tech Event 6,State,21
S4130,Student_4130,F,ME,2,A,student_4130@college.edu,ME303,Digital Electronics,11,22,42,75,18,15,83.33,Hackathon,Tech Event 4,College,25
S4131,Student_4131,F,CSE,1,A,student_4131@college.edu,EC404,Thermodynamics,15,14,41,70,25,20,80.0,Hackathon,Tech Event 2,National,19
S4132,Student_4132,F,ME,1,A,student_4132@college.edu,EC404,Circuit Theory,22,17,45,84,25,18,72.0,Sports,Tech Event 3,National,21
S4133,Student_4133,M,ECE,4,C,student_4133@college.edu,EE202,Intro to Programming,23,25,50,98,19,18,94.74,Sports,Dev Event 1,State,26
S4134,Student_4134,M,EEE,4,A,student_4134@college.edu,CE505,Structural Analysis,10,22,36,68,23,17,73.91,Workshop,Dev Event 6,State,25
S4135,Student_4135,M,EEE,3,B,student_4135@college.edu,CE505,Intro to Programming,22,19,45,86,21,19,90.48,Cultural,Social Event 6,National,22
S4136,Student_4136,M,ECE,2,B,student_4136@college.edu,CE505,Thermodynamics,12,22,31,65,23,21,91.3,Cultural,Tech Event 8,National,22
S4137,Student_4137,M,ME,4,A,student_4137@college.edu,EC404,Circuit Theory,22,15,31,68,22,22,100.0,Cultural,Dev Event 5,National,29
S4138,Student_4138,F,CSE,3,A,student_4138@college.edu,ME303,Intro to Programming,15,19,36,70,18,16,88.89,Cultural,Arts Event 7,National,12
S4139,Student_4139,F,EEE,3,B,student_4139@college.edu,EE202,Circuit Theory,17,18,32,67,21,21,100.0,Workshop,Social Event 7,State,25
S4140,Student_4140,M,CSE,4,C,student_4140@college.edu,ME303,Circuit Theory,11,23,37,71,20,20,100.0,Workshop,Tech Event 2,College,25
S4141,Student_4141,M,CSE,1,B,student_4141@college.edu,EE202,Intro to Programming,14,25,43,82,25,24,96.0,Volunteer,Tech Event 10,National,19
S4142,Student_4142,F,ME,4,C,student_4142@college.edu,EE202,Structural Analysis,16,12,44,72,20,15,75.0,Workshop,Sports Event 4,National,22
S4143,Student_4143,M,CIVIL,2,B,student_4143@college.edu,ME303,Intro to Programming,21,20,42,83,18,18,100.0,Volunteer,Sports Event 6,College,18
S4144,Student_4144,F,ECE,3,C,student_4144@college.edu,ME303,Intro to Programming,11,22,31,64,21,17,80.95,Cultural,Dev Event 10,State,20
S4145,Student_4145,M,CSE,3,A,student_4145@college.edu,CE505,Thermodynamics,15,20,35,70,23,21,91.3,Workshop,Arts Event 1,College,12
S4146,Student_4146,F,ME,3,A,student_4146@college.edu,CS101,Intro to Programming,18,13,47,78,22,17,77.27,Volunteer,Social Event 3,College,14
S4147,Student_4147,M,CIVIL,1,C,student_4147@college.edu,EC404,Thermodynamics,19,18,37,74,24,21,87.5,Volunteer,Social Event 4,State,17
S4148,Student_4148,M,CSE,2,C,student_4148@college.edu,ME303,Circuit Theory,18,16,36,70,20,16,80.0,Workshop,Social Event 2,State,23
S4149,Student_4149,M,CIVIL,3,C,student_4149@college.edu,CE505,Thermodynamics,24,15,50,89,22,15,68.18,Workshop,Social Event 2,College,20
S4150,Student_4150,M,EEE,4,A,student_4150@college.edu,CE505,Intro to Programming,11,11,44,66,19,17,89.47,Volunteer,Social Event 8,State,28
S4151,Student_4151,M,ME,4,B,student_4151@college.edu,EE202,Intro to Programming,15,25,42,82,24,24,100.0,Workshop,Dev Event 4,State,16
S4152,Student_4152,M,CSE,1,A,student_4152@college.edu,CE505,Circuit Theory,23,25,39,87,20,15,75.0,Workshop,Arts Event 9,State,7
S4153,Student_4153,F,CSE,4,A,student_4153@college.edu,EE202,Circuit Theory,24,20,42,86,20,20,100.0,Volunteer,Arts Event 8,State,28
S4154,Student_4154,F,CSE,3,B,student_4154@college.edu,CS101,Circuit Theory,20,24,31,75,22,17,77.27,Cultural,Arts Event 4,National,27
S4155,Student_4155,M,EEE,1,C,student_4155@college.edu,CE505,Intro to Programming,18,24,35,77,21,17,80.95,Cultural,Dev Event 1,College,19
S4156,Student_4156,F,CIVIL,1,B,student_4156@college.edu,EC404,Digital Electronics,24,15,30,69,25,17,68.0,Sports,Social Event 7,College,16
S4157,Student_4157,M,CIVIL,1,B,student_4157@college.edu,CE505,Structural Analysis,16,25,32,73,25,24,96.0,Hackathon,Tech Event 2,National,28
S4158,Student_4158,F,CIVIL,3,B,student_4158@college.edu,EC404,Thermodynamics,14,15,48,77,22,15,68.18,Workshop,Sports Event 10,National,29
S4159,Student_4159,F,CIVIL,3,B,student_4159@college.edu,EC404,Digital Electronics,25,10,46,81,23,21,91.3,Sports,Social Event 9,National,11
S4160,Student_4160,M,CIVIL,4,C,student_4160@college.edu,EE202,Intro to Programming,18,24,49,91,23,23,100.0,Workshop,Tech Event 1,State,17
S4161,Student_4161,F,CSE,3,B,student_4161@college.edu,ME303,Intro to Programming,19,20,32,71,24,16,66.67,Sports,Dev Event 9,State,23
S4162,Student_4162,M,CIVIL,2,A,student_4162@college.edu,CE505,Structural Analysis,14,17,31,62,23,16,69.57,Workshop,Social Event 6,State,19
S4163,Student_4163,M,EEE,2,A,student_4163@college.edu,EE202,Thermodynamics,17,19,32,68,21,20,95.24,Cultural,Dev Event 8,National,17
S4164,Student_4164,F,CSE,1,A,student_4164@college.edu,CS101,Circuit Theory,13,11,44,68,18,15,83.33,Cultural,Arts Event 7,National,6
S4165,Student_4165,F,ECE,3,A,student_4165@college.edu,CE505,Intro to Programming,11,20,38,69,22,17,77.27,Hackathon,Arts Event 2,National,30
S4166,Student_4166,F,ECE,1,A,student_4166@college.edu,EC404,Digital Electronics,13,23,41,77,19,16,84.21,Workshop,Social Event 7,National,12
S4167,Student_4167,M,EEE,2,B,student_4167@college.edu,ME303,Thermodynamics,18,10,36,64,24,20,83.33,Volunteer,Tech Event 4,National,25
S4168,Student_4168,F,ME,4,A,student_4168@college.edu,CS101,Digital Electronics,14,10,38,62,18,16,88.89,Volunteer,Social Event 2,College,28
S4169,Student_4169,F,ME,2,A,student_4169@college.edu,CE505,Circuit Theory,12,24,47,83,22,20,90.91,Cultural,Tech Event 9,National,29
S4170,Student_4170,F,CIVIL,2,C,student_4170@college.edu,EC404,Intro to Programming,18,15,38,71,20,17,85.0,Sports,Tech Event 10,State,14
S4171,Student_4171,M,EEE,1,B,student_4171@college.edu,CE505,Thermodynamics,16,22,39,77,24,18,75.0,Sports,Sports Event 4,National,26
S4172,Student_4172,M,CIVIL,1,C,student_4172@college.edu,CE505,Structural Analysis,13,25,36,74,24,19,79.17,Sports,Arts Event 6,College,5
S4173,Student_4173,M,ECE,1,B,student_4173@college.edu,EC404,Circuit Theory,19,23,38,80,22,19,86.36,Sports,Tech Event 2,College,16
S4174,Student_4174,M,CIVIL,2,B,student_4174@college.edu,CS101,Intro to Programming,11,23,37,71,18,12,66.67,Cultural,Dev Event 5,State,24
S4175,Student_4175,F,ME,1,B,student_4175@college.edu,CE505,Thermodynamics,19,24,33,76,23,19,82.61,Cultural,Sports Event 6,College,17
S4176,Student_4176,M,EEE,3,B,student_4176@college.edu,EC404,Thermodynamics,25,23,47,95,25,20,80.0,Hackathon,Sports Event 2,National,6
S4177,Student_4177,M,ECE,4,C,student_4177@college.edu,EE202,Structural Analysis,16,20,30,66,21,17,80.95,Sports,Dev Event 9,College,28
S4178,Student_4178,M,ME,1,B,student_4178@college.edu,CE505,Intro to Programming,17,24,36,77,21,17,80.95,Hackathon,Sports Event 4,National,11
S4179,Student_4179,M,ME,3,C,student_4179@college.edu,ME303,Thermodynamics,15,18,31,64,20,17,85.0,Sports,Tech Event 3,National,9
S4180,Student_4180,F,ME,4,C,student_4180@college.edu,EC404,Digital Electronics,25,23,48,96,19,13,68.42,Hackathon,Arts Event 10,College,15
S4181,Student_4181,F,ECE,3,B,student_4181@college.edu,CE505,Circuit Theory,11,10,43,64,18,13,72.22,Cultural,Dev Event 10,National,13
S4182,Student_4182,M,ECE,4,C,student_4182@college.edu,CE505,Digital Electronics,17,15,40,72,18,14,77.78,Workshop,Dev Event 1,State,8
S4183,Student_4183,M,CSE,4,B,student_4183@college.edu,ME303,Circuit Theory,20,16,43,79,20,19,95.0,Sports,Dev Event 8,National,10
S4184,Student_4184,M,CIVIL,2,B,student_4184@college.edu,EE202,Digital Electronics,15,14,48,77,21,16,76.19,Hackathon,Tech Event 2,National,30
S4185,Student_4185,F,ECE,2,C,student_4185@college.edu,EE202,Structural Analysis,17,22,34,73,20,15,75.0,Workshop,Sports Event 5,College,13
S4186,Student_4186,F,ECE,4,C,student_4186@college.edu,ME303,Structural Analysis,11,24,33,68,19,15,78.95,Cultural,Sports Event 2,State,13
S4187,Student_4187,M,ME,1,C,student_4187@college.edu,CS101,Intro to Programming,23,14,31,68,25,19,76.0,Hackathon,Dev Event 9,College,9
S4188,Student_4188,M,ECE,1,C,student_4188@college.edu,EE202,Thermodynamics,11,18,43,72,24,17,70.83,Cultural,Tech Event 8,National,10
S4189,Student_4189,F,CSE,3,C,student_4189@college.edu,ME303,Structural Analysis,23,17,48,88,23,18,78.26,Sports,Social Event 8,National,23
S4190,Student_4190,M,CSE,4,A,student_4190@college.edu,CS101,Thermodynamics,11,10,45,66,24,22,91.67,Cultural,Sports Event 1,National,8
S4191,Student_4191,M,EEE,2,C,student_4191@college.edu,EC404,Structural Analysis,11,25,42,78,21,14,66.67,Sports,Social Event 2,National,19
S4192,Student_4192,M,CIVIL,3,A,student_4192@college.edu,EC404,Intro to Programming,24,23,35,82,24,16,66.67,Cultural,Social Event 5,State,12
S4193,Student_4193,M,CSE,3,B,student_4193@college.edu,EC404,Digital Electronics,23,24,40,87,23,22,95.65,Hackathon,Social Event 3,College,20
S4194,Student_4194,M,EEE,4,C,student_4194@college.edu,EC404,Structural Analysis,22,15,30,67,19,14,73.68,Cultural,Tech Event 1,College,11
S4195,Student_4195,F,EEE,4,B,student_4195@college.edu,CE505,Digital Electronics,12,23,41,76,20,15,75.0,Volunteer,Tech Event 7,College,11
S4196,Student_4196,M,CIVIL,4,B,student_4196@college.edu,CS101,Structural Analysis,19,14,47,80,19,19,100.0,Cultural,Social Event 10,State,28
S4197,Student_4197,M,ECE,4,B,student_4197@college.edu,EC404,Digital Electronics,14,13,48,75,20,16,80.0,Hackathon,Tech Event 6,State,20
S4198,Student_4198,M,CSE,2,C,student_4198@college.edu,EC404,Digital Electronics,17,17,33,67,25,21,84.0,Workshop,Sports Event 9,National,19
S4199,Student_4199,F,EEE,1,C,student_4199@college.edu,CS101,Circuit Theory,20,16,40,76,20,15,75.0,Workshop,Dev Event 5,College,24
S4200,Student_4200,M,CIVIL,4,B,student_4200@college.edu,ME303,Digital Electronics,11,21,36,68,21,20,95.24,Hackathon,Tech Event 4,College,9
S4201,Student_4201,F,CIVIL,3,C,student_4201@college.edu,EC404,Structural Analysis,21,19,38,78,22,22,100.0,Hackathon,Dev Event 4,National,16
S4202,Student_4202,F,CIVIL,3,B,student_4202@college.edu,CE505,Intro to Programming,15,14,50,79,20,18,90.0,Sports,Arts Event 8,College,5
S4203,Student_4203,M,EEE,4,B,student_4203@college.edu,CE505,Digital Electronics,14,15,45,74,18,18,100.0,Volunteer,Dev Event 8,National,28
S4204,Student_4204,M,CSE,3,C,student_4204@college.edu,EE202,Thermodynamics,13,23,33,69,22,22,100.0,Sports,Dev Event 9,National,17
S4205,Student_4205,F,CSE,2,B,student_4205@college.edu,EC404,Structural Analysis,14,15,36,65,19,18,94.74,Sports,Sports Event 2,State,22
S4206,Student_4206,M,CSE,4,C,student_4206@college.edu,CE505,Thermodynamics,12,22,36,70,25,20,80.0,Cultural,Tech Event 3,National,27
S4207,Student_4207,M,CSE,1,B,student_4207@college.edu,CE505,Intro to Programming,12,15,46,73,23,17,73.91,Hackathon,Social Event 8,National,7
S4208,Student_4208,M,EEE,2,C,student_4208@college.edu,EE202,Thermodynamics,24,18,43,85,22,15,68.18,Sports,Sports Event 1,College,18
S4209,Student_4209,F,ME,3,B,student_4209@college.edu,CE505,Intro to Programming,16,25,35,76,18,13,72.22,Workshop,Sports Event 8,State,13
S4210,Student_4210,F,ECE,2,C,student_4210@college.edu,CS101,Thermodynamics,18,17,30,65,24,23,95.83,Sports,Sports Event 2,National,21
S4211,Student_4211,M,CIVIL,2,C,student_4211@college.edu,EC404,Digital Electronics,24,11,50,85,25,18,72.0,Cultural,Dev Event 8,College,29
S4212,Student_4212,M,CSE,4,B,student_4212@college.edu,CS101,Thermodynamics,23,14,48,85,20,16,80.0,Volunteer,Dev Event 3,College,24
S4213,Student_4213,M,CIVIL,3,B,student_4213@college.edu,EC404,Structural Analysis,17,19,34,70,21,20,95.24,Workshop,Arts Event 3,National,17
S4214,Student_4214,F,ECE,1,A,student_4214@college.edu,CE505,Thermodynamics,16,15,47,78,22,22,100.0,Volunteer,Social Event 5,College,16
S4215,Student_4215,F,CIVIL,2,B,student_4215@college.edu,EC404,Intro to Programming,24,16,43,83,22,22,100.0,Volunteer,Social Event 2,College,21
S4216,Student_4216,M,EEE,2,A,student_4216@college.edu,CS101,Thermodynamics,23,16,42,81,23,16,69.57,Workshop,Dev Event 2,State,18
S4217,Student_4217,M,ME,4,C,student_4217@college.edu,CS101,Intro to Programming,21,19,50,90,21,15,71.43,Hackathon,Social Event 9,National,24
S4218,Student_4218,F,CSE,2,C,student_4218@college.edu,EE202,Circuit Theory,23,18,48,89,18,15,83.33,Volunteer,Tech Event 9,College,8
S4219,Student_4219,F,CSE,2,C,student_4219@college.edu,EE202,Circuit Theory,17,14,45,76,20,14,70.0,Sports,Dev Event 2,State,28
S4220,Student_4220,F,ECE,2,B,student_4220@college.edu,ME303,Structural Analysis,10,15,38,63,23,20,86.96,Hackathon,Social Event 1,State,28
S4221,Student_4221,F,ECE,2,B,student_4221@college.edu,ME303,Digital Electronics,22,15,34,71,23,22,95.65,Volunteer,Arts Event 4,College,25
S4222,Student_4222,M,EEE,1,B,student_4222@college.edu,CS101,Structural Analysis,25,23,46,94,25,25,100.0,Sports,Social Event 3,National,5
S4223,Student_4223,F,ECE,3,A,student_4223@college.edu,CE505,Intro to Programming,25,17,42,84,24,17,70.83,Hackathon,Social Event 1,State,15
S4224,Student_4224,M,CIVIL,1,A,student_4224@college.edu,CS101,Thermodynamics,11,23,47,81,25,22,88.0,Cultural,Tech Event 3,College,5
S4225,Student_4225,F,CIVIL,2,A,student_4225@college.edu,EE202,Circuit Theory,11,10,37,58,23,16,69.57,Cultural,Arts Event 7,State,16
S4226,Student_4226,F,ME,4,B,student_4226@college.edu,CE505,Digital Electronics,17,25,47,89,23,21,91.3,Hackathon,Tech Event 8,State,22
S4227,Student_4227,M,CSE,2,C,student_4227@college.edu,EC404,Thermodynamics,21,13,43,77,25,18,72.0,Sports,Sports Event 1,National,14
S4228,Student_4228,F,ME,3,C,student_4228@college.edu,EE202,Thermodynamics,12,12,50,74,22,16,72.73,Sports,Tech Event 10,National,21
S4229,Student_4229,F,CSE,3,A,student_4229@college.edu,EC404,Intro to Programming,21,18,38,77,23,16,69.57,Cultural,Tech Event 6,State,21
S4230,Student_4230,F,ME,2,A,student_4230@college.edu,ME303,Digital Electronics,11,22,42,75,18,15,83.33,Hackathon,Tech Event 4,College,25
S4231,Student_4231,F,CSE,1,A,student_4231@college.edu,EC404,Thermodynamics,15,14,41,70,25,20,80.0,Hackathon,Tech Event 2,National,19
S4232,Student_4232,F,ME,1,A,student_4232@college.edu,EC404,Circuit Theory,22,17,45,84,25,18,72.0,Sports,Tech Event 3,National,21
S4233,Student_4233,M,ECE,4,C,student_4233@college.edu,EE202,Intro to Programming,23,25,50,98,19,18,94.74,Sports,Dev Event 1,State,26
S4234,Student_4234,M,EEE,4,A,student_4234@college.edu,CE505,Structural Analysis,10,22,36,68,23,17,73.91,Workshop,Dev Event 6,State,25
S4235,Student_4235,M,EEE,3,B,student_4235@college.edu,CE505,Intro to Programming,22,19,45,86,21,19,90.48,Cultural,Social Event 6,National,22
S4236,Student_4236,M,ECE,2,B,student_4236@college.edu,CE505,Thermodynamics,12,22,31,65,23,21,91.3,Cultural,Tech Event 8,National,22
S4237,Student_4237,M,ME,4,A,student_4237@college.edu,EC404,Circuit Theory,22,15,31,68,22,22,100.0,Cultural,Dev Event 5,National,29
S4238,Student_4238,F,CSE,3,A,student_4238@college.edu,ME303,Intro to Programming,15,19,36,70,18,16,88.89,Cultural,Arts Event 7,National,12
S4239,Student_4239,F,EEE,3,B,student_4239@college.edu,EE202,Circuit Theory,17,18,32,67,21,21,100.0,Workshop,Social Event 7,State,25
S4240,Student_4240,M,CSE,4,C,student_4240@college.edu,ME303,Circuit Theory,11,23,37,71,20,20,100.0,Workshop,Tech Event 2,College,25
S4241,Student_4241,M,CSE,1,B,student_4241@college.edu,EE202,Intro to Programming,14,25,43,82,25,24,96.0,Volunteer,Tech Event 10,National,19
S4242,Student_4242,F,ME,4,C,student_4242@college.edu,EE202,Structural Analysis,16,12,44,72,20,15,75.0,Workshop,Sports Event 4,National,22
S4243,Student_4243,M,CIVIL,2,B,student_4243@college.edu,ME303,Intro to Programming,21,20,42,83,18,18,100.0,Volunteer,Sports Event 6,College,18
S4244,Student_4244,F,ECE,3,C,student_4244@college.edu,ME303,Intro to Programming,11,22,31,64,21,17,80.95,Cultural,Dev Event 10,State,20
